4367	56240
3857	56240
1542	56380
5636	56442
1046	56442
5128	56462
2068	56462
5391	56628
3861	56628
1558	56814
5638	56814
3862	56890
5647	56890
4869	57052
1299	57052
5397	57056
2564	57062
1034	57062
4368	57068
4113	57068
1031	57132
1796	57132
3855	57144
1033	57162
2581	57162
2308	57162
5386	57162
2326	57198
5641	57198
4118	57234
5648	57234
5387	57338
2837	57338
3077	57672
1292	57672
1288	57750
2053	57750
1043	57768
4868	57768
1042	57820
4612	57820
3091	57874
4876	57874
4363	57894
2833	57894
4374	58004
5649	58004
2064	58010
4104	58010
2323	58072
4873	58072
1812	58100
5127	58100
3088	58206
4108	58206
3851	58246
2831	58246
5382	58324
1557	58324
2826	58588
2571	58588
2577	58642
4362	58642
3859	58704
4879	58704
5396	58764
5141	58764
2313	58940
2321	59154
4361	59154
3858	59194
4623	59194
4875	59280
2835	59280
1285	59304
2572	59342
3082	59342
4358	59348
1553	59348
4624	59356
4114	59356
2570	59460
5384	59474
2069	59474
5138	59482
4628	59482
3080	59886
2060	59886
3845	60058
1295	60058
3084	60060
2059	60264
2824	60264
4364	60288
3089	60288
2320	60546
4105	60546
4356	60734
1041	60734
4882	60778
4627	60778
4883	60968
1035	61054
2820	61054
5640	61230
2070	61230
1543	61340
1798	61340
2311	61380
1801	61380
3083	61390
2828	61390
2827	61504
2567	61590
1802	61590
4107	61888
2832	61888
2055	61996
1800	61996
4625	62134
4370	62134
3087	62164
3852	62164
2322	62654
4617	62654
5654	62888
2823	62920
1803	62920
1551	63112
3846	63112
4630	63156
5650	63156
4359	63304
1809	63304
2063	63560
3848	63560
4616	63912
2066	63912
3850	64232
2575	64232
2312	64240
2057	64240
1799	64524
4871	64628
1811	64628
3847	64670
1807	64670
4615	64728
1810	64728
5639	64858
1814	64858
1555	64902
4870	64902
4360	65014
2065	65014
4626	65056
2058	65568
2568	65568
3079	65684
1804	65684
2315	66922
2825	66922
4619	70192
2834	70192
0	306540
	
